battery_id,cycle_number,timestamp,avg_voltage,max_voltage,min_voltage,avg_current_charge,avg_current_discharge,avg_temperature,max_temperature,min_temperature,capacity_charge,capacity_discharge,internal_resistance,charge_time_h,discharge_time_h,charge_energy_wh,discharge_energy_wh,coulombic_efficiency,health_score,is_anomaly,anomaly_type
BAT-003,125,2023-01-29T12:15:05,3.6009,4.0316,2.9612,1.7913,-1.2711,27.446,33.282,22.804,2.82094,2.79352,109.057,1.5651,2.153,10.158,10.0593,99.028,93.12,False,
BAT-003,126,2023-01-29T16:57:29,3.5175,3.9232,2.8858,1.5739,-1.2343,26.452,33.579,23.812,2.81797,2.79922,102.845,1.9154,2.2365,9.9121,9.8461,99.335,93.31,False,
BAT-003,127,2023-01-29T22:14:40,3.5567,4.0097,2.8703,1.3463,-1.6599,26.309,29.792,21.702,2.82748,2.78866,106.133,2.2294,1.6486,10.0564,9.9183,98.627,92.96,False,
BAT-003,128,2023-01-30T03:24:17,3.5682,4.1158,3.0041,1.5518,-1.6368,25.839,31.025,22.086,2.82404,2.78318,104.518,1.8726,1.7399,10.0768,9.931,98.553,92.77,False,
BAT-003,129,2023-01-30T07:36:56,3.5491,4.0919,2.85,1.4739,-1.335,28.328,36.264,25.457,2.81273,2.79087,107.617,2.0844,2.0551,9.9826,9.9051,99.223,93.03,False,
BAT-003,130,2023-01-30T13:18:40,3.484,3.8547,2.8806,1.7605,-1.5293,27.67,33.63,25.128,2.8089,2.79256,104.664,1.7251,1.7439,9.7862,9.7293,99.418,93.09,False,
BAT-003,131,2023-01-30T18:04:29,3.6284,4.0258,3.0542,1.7368,-1.2406,25.884,30.72,20.897,2.81657,2.78331,109.001,1.6644,2.2545,10.2197,10.099,98.819,92.78,False,
BAT-003,132,2023-01-30T23:52:14,3.583,3.9445,2.8895,1.6501,-1.2584,29.479,36.14,27.03,2.82706,2.79675,105.723,1.8051,2.271,10.1294,10.0208,98.928,93.23,False,
BAT-003,133,2023-01-31T04:58:36,3.5773,4.0726,2.9644,1.7193,-1.2379,26.288,32.031,23.308,2.81184,2.78751,104.545,1.7917,2.1634,10.0587,9.9717,99.135,92.92,False,
BAT-003,134,2023-01-31T09:38:10,3.5169,4.0405,2.853,1.4224,-1.3967,26.546,33.98,24.338,2.81571,2.78744,107.653,2.0748,1.9265,9.9027,9.8033,98.996,92.91,False,
BAT-003,135,2023-01-31T14:27:14,3.6029,4.108,2.8945,1.5536,-1.6735,24.246,29.771,21.29,2.81285,2.77415,108.751,1.9433,1.5886,10.1344,9.995,98.624,92.47,False,
BAT-003,136,2023-01-31T19:08:10,3.4912,3.8985,2.8606,1.5728,-1.6704,25.615,29.541,20.966,2.80444,2.78184,109.825,1.9198,1.7062,9.7908,9.7119,99.194,92.73,False,
BAT-003,137,2023-02-01T00:02:15,3.5221,3.9183,2.8509,1.3562,-1.5277,27.785,32.376,25.539,2.82481,2.791,107.062,2.0225,1.801,9.9491,9.83,98.803,93.03,False,
BAT-003,138,2023-02-01T05:34:52,3.5141,3.9574,2.8654,1.4628,-1.3713,27.376,33.48,24.42,2.81963,2.78158,103.738,1.8655,2.0444,9.9083,9.7746,98.651,92.72,False,
BAT-003,139,2023-02-01T11:06:00,3.6003,4.0444,2.9628,1.6261,-1.2625,24.956,32.691,21.841,2.79895,2.78493,108.714,1.7223,2.1018,10.0771,10.0266,99.499,92.83,False,
BAT-003,140,2023-02-01T15:30:37,3.632,4.0943,2.9464,1.4795,-1.4645,26.145,30.114,21.162,2.81249,2.7716,107.665,1.864,1.7999,10.2149,10.0664,98.546,92.39,False,
BAT-003,141,2023-02-01T21:05:26,3.4697,3.8984,2.85,1.5288,-1.6395,26.658,31.244,21.779,2.80635,2.78136,108.582,1.982,1.769,9.7373,9.6506,99.109,92.71,False,
BAT-003,142,2023-02-02T02:24:04,3.554,4.0481,2.9615,1.4924,-1.6839,25.813,32.386,20.876,2.80045,2.78111,109.11,1.812,1.6139,9.9529,9.8842,99.31,92.7,False,
BAT-003,143,2023-02-02T07:08:51,3.491,3.9055,2.8971,1.7201,-1.2134,25.851,33.459,21.961,2.80763,2.77965,110.203,1.7038,2.2103,9.8014,9.7037,99.004,92.65,False,
BAT-003,144,2023-02-02T12:24:51,3.4669,3.9481,2.85,1.3728,-1.2007,26.626,32.372,23.023,2.79308,2.77287,108.897,1.9728,2.3357,9.6833,9.6132,99.276,92.43,False,
BAT-003,145,2023-02-02T18:43:16,3.6285,3.9867,3.0375,1.3579,-1.5862,25.757,33.27,23.695,2.81267,2.78406,114.852,2.155,1.7158,10.2058,10.102,98.983,92.8,False,
BAT-003,146,2023-02-02T23:47:52,3.5496,4.0848,2.85,1.6684,-1.4439,27.084,32.516,22.293,2.80855,2.77391,111.196,1.802,1.854,9.9693,9.8463,98.767,92.46,False,
BAT-003,147,2023-02-03T04:01:27,3.6398,4.0593,2.9768,1.3142,-1.4896,26.541,29.563,22.005,2.79025,2.75755,105.057,2.2724,1.7782,10.1558,10.0368,98.828,91.92,False,
BAT-003,148,2023-02-03T09:50:42,3.5064,3.9056,2.8913,1.7654,-1.5647,28.181,35.961,26.164,2.79328,2.76587,106.74,1.5611,1.7956,9.7943,9.6982,99.019,92.2,False,
BAT-003,149,2023-02-03T14:21:33,3.5705,4.0477,2.9574,1.3118,-1.6445,26.775,32.184,24.713,2.81498,2.77937,106.902,2.2256,1.659,10.0509,9.9237,98.735,92.65,False,
BAT-003,150,2023-02-03T19:01:03,3.5029,3.9519,2.8673,1.3729,-1.6379,27.269,31.467,23.405,2.78786,2.76905,110.873,2.143,1.7415,9.7655,9.6996,99.325,92.3,False,
BAT-003,151,2023-02-04T00:01:03,3.5364,3.8898,2.85,1.3303,-1.3354,24.776,31.452,21.041,2.76605,2.7444,111.829,2.1814,1.9723,9.7819,9.7054,99.218,91.48,False,
BAT-003,152,2023-02-04T05:53:03,3.5714,3.95,2.9488,1.6906,-1.3063,25.561,30.038,21.68,2.80237,2.76215,106.845,1.7286,2.1083,10.0083,9.8647,98.565,92.07,False,
BAT-003,153,2023-02-04T11:12:14,3.5796,3.9438,2.9977,1.6034,-1.6636,26.868,32.588,24.111,2.78503,2.75421,107.321,1.7965,1.6969,9.9694,9.859,98.893,91.81,False,
BAT-003,154,2023-02-04T16:18:02,3.5536,4.0878,2.85,1.3538,-1.3216,27.817,35.632,25.488,2.80241,2.76702,110.185,2.1429,2.0604,9.9586,9.8328,98.737,92.23,False,
BAT-003,155,2023-02-04T21:58:25,3.4777,3.8701,2.85,1.4737,-1.5049,26.138,31.983,24.114,2.77562,2.75522,111.702,1.8951,1.8906,9.6527,9.5817,99.265,91.84,False,
BAT-003,156,2023-02-05T02:57:13,3.5345,4.0599,2.9003,1.4829,-1.5383,26.179,30.109,23.456,2.7917,2.76586,112.373,1.8298,1.8449,9.8674,9.776,99.074,92.2,False,
BAT-003,157,2023-02-05T08:12:00,3.633,4.0439,3.0134,1.6125,-1.2682,25.275,32.177,21.649,2.77998,2.75145,109.194,1.6793,2.1454,10.0998,9.9962,98.974,91.72,False,
BAT-003,158,2023-02-05T12:43:35,3.4782,4.0058,2.9277,1.6206,-1.2468,25.605,33.003,21.755,2.798,2.77304,111.401,1.799,2.1955,9.7321,9.6453,99.108,92.43,False,
BAT-003,159,2023-02-05T17:35:42,3.5373,4.005,2.85,1.5944,-1.4648,27.723,30.777,23.873,2.78208,2.76456,111.671,1.7649,1.8295,9.841,9.7791,99.37,92.15,False,
BAT-003,160,2023-02-05T23:09:31,3.6488,4.0128,2.9857,1.3737,-1.5579,27.579,31.131,23.908,2.77781,2.7548,108.457,2.1973,1.7402,10.1358,10.0518,99.172,91.83,False,
BAT-003,161,2023-02-06T03:40:21,3.5452,3.9307,2.9726,1.335,-1.4541,27.192,30.826,23.09,2.77275,2.75507,107.961,2.1017,1.8067,9.83,9.7673,99.362,91.84,False,
BAT-003,162,2023-02-06T08:53:05,3.5875,3.9864,2.85,1.4022,-1.2353,25.666,32.741,21.634,2.7788,2.74843,112.113,2.1713,2.2715,9.9689,9.8599,98.907,91.61,False,
BAT-003,163,2023-02-06T14:26:47,3.5593,3.9451,2.85,1.7998,-1.5326,27.82,31.543,22.942,2.78563,2.7456,109.288,1.6727,1.836,9.9149,9.7724,98.563,91.52,False,
BAT-003,164,2023-02-06T19:52:44,3.5021,3.9186,2.8656,1.6991,-1.2267,25.966,29.407,21.423,2.78408,2.74597,110.095,1.6063,2.2911,9.7501,9.6166,98.631,91.53,False,
BAT-003,165,2023-02-07T01:09:51,3.5405,3.9177,2.85,1.4063,-1.3116,28.463,33.777,24.922,2.76437,2.74331,113.557,2.0634,2.1101,9.7873,9.7127,99.238,91.44,False,
BAT-003,166,2023-02-07T06:33:36,3.5297,3.997,2.853,1.5544,-1.6643,26.073,31.208,21.394,2.76644,2.74542,117.472,1.8523,1.6412,9.7648,9.6906,99.24,91.51,False,
BAT-003,167,2023-02-07T10:56:49,3.6452,4.093,2.9116,1.4758,-1.5975,28.509,33.894,24.185,2.75973,2.74584,110.463,2.0473,1.6674,10.0597,10.0091,99.497,91.53,False,
BAT-003,168,2023-02-07T15:11:16,3.5153,4.0095,2.85,1.5376,-1.6883,26.245,32.352,22.222,2.75737,2.73268,109.349,1.8353,1.6288,9.6929,9.6061,99.105,91.09,False,
BAT-003,169,2023-02-07T19:29:13,3.5934,3.9978,2.9047,1.4075,-1.6808,29.234,34.524,26.03,2.78634,2.75324,110.722,1.9042,1.6836,10.0125,9.8936,98.812,91.77,False,
BAT-003,170,2023-02-07T23:49:07,3.5479,3.9338,2.8532,1.3833,-1.6426,27.212,33.386,22.447,2.78412,2.74323,119.188,2.1348,1.6768,9.8777,9.7326,98.531,91.44,False,
BAT-003,171,2023-02-08T04:44:04,3.5057,4.0113,2.8828,1.7433,-1.3215,25.904,32.048,22.38,2.7714,2.74826,109.415,1.7327,2.0636,9.7157,9.6346,99.165,91.61,False,
BAT-003,172,2023-02-08T09:14:03,3.5237,4.0553,2.8889,1.6258,-1.3144,27.563,31.912,23.824,2.75062,2.72627,109.968,1.6835,1.9844,9.6923,9.6065,99.115,90.88,False,
BAT-003,173,2023-02-08T13:52:53,3.6148,4.009,2.9865,1.3917,-1.6168,28.451,35.818,26.313,2.77866,2.74049,111.299,1.9865,1.6339,10.0442,9.9062,98.626,91.35,False,
BAT-003,174,2023-02-08T19:01:47,3.4732,3.9391,2.85,1.5131,-1.5691,25.284,33.281,22.763,2.77016,2.73086,108.454,1.9672,1.6904,9.6214,9.4849,98.581,91.03,False,
BAT-003,175,2023-02-09T00:21:40,3.525,3.9909,2.8507,1.418,-1.4231,24.552,30.879,21.963,2.75823,2.72078,115.897,1.9662,1.9786,9.7227,9.5907,98.642,90.69,False,
BAT-003,176,2023-02-09T05:37:32,3.5521,4.039,2.9723,1.5597,-1.2694,26.705,33.856,24.645,2.7536,2.73358,109.611,1.7982,2.1519,9.781,9.7099,99.273,91.12,False,
BAT-003,177,2023-02-09T11:09:21,3.5671,3.9326,2.9989,1.5642,-1.4354,26.362,30.508,23.684,2.76301,2.73821,111.378,1.8765,1.8679,9.8559,9.7674,99.102,91.27,False,
BAT-003,178,2023-02-09T16:29:29,3.6071,3.9589,2.9492,1.7567,-1.4994,27.529,31.502,23.474,2.74653,2.7306,108.009,1.6662,1.8963,9.907,9.8496,99.42,91.02,False,
BAT-003,179,2023-02-09T21:54:45,3.4872,4.0226,2.9067,1.5412,-1.4165,26.201,31.89,24.193,2.76231,2.73215,116.644,1.8049,1.9248,9.6327,9.5275,98.908,91.07,False,
BAT-003,180,2023-02-10T03:20:49,3.4897,4.0323,2.8968,1.3874,-1.6722,28.029,31.775,23.721,2.76714,2.73028,112.505,2.0234,1.6315,9.6564,9.5278,98.668,91.01,False,
BAT-003,181,2023-02-10T08:15:00,3.4698,3.9503,2.85,1.763,-1.5769,29.304,33.573,24.326,2.74606,2.72739,113.252,1.5892,1.7153,9.5283,9.4635,99.32,90.91,False,
BAT-003,182,2023-02-10T12:48:26,3.5049,4.0405,2.8556,1.7811,-1.4079,26.549,34.133,22.65,2.75049,2.72074,107.807,1.6437,1.9157,9.6402,9.5359,98.918,90.69,False,
BAT-003,183,2023-02-10T17:28:38,3.5436,4.023,2.9154,1.6838,-1.4642,26.644,29.697,24.006,2.75175,2.71197,116.706,1.7301,1.913,9.7511,9.6102,98.554,90.4,False,
BAT-003,184,2023-02-10T22:07:56,3.633,4.0008,2.9956,1.7953,-1.3147,26.159,33.852,21.84,2.74442,2.72426,112.979,1.5919,2.0736,9.9706,9.8973,99.265,90.81,False,
BAT-003,185,2023-02-11T03:41:27,3.6027,4.0628,2.9907,1.3255,-1.6046,25.376,29.691,20.744,2.75513,2.71706,114.661,2.2616,1.7588,9.926,9.7888,98.618,90.57,False,
BAT-003,186,2023-02-11T09:06:49,3.6238,4.1578,2.9217,1.6238,-1.3633,26.305,30.689,22.248,2.76464,2.72715,116.401,1.8379,1.9008,10.0184,9.8826,98.644,90.9,False,
BAT-003,187,2023-02-11T13:39:51,3.4808,3.9498,2.85,1.4574,-1.2684,25.249,33.19,22.168,2.73297,2.71172,113.492,2.0249,2.1941,9.5129,9.439,99.222,90.39,False,
BAT-003,188,2023-02-11T19:45:02,3.6226,4.064,3.0606,1.3334,-1.4993,25.602,30.6,21.651,2.73495,2.7186,116.624,2.1154,1.8839,9.9075,9.8483,99.402,90.62,False,
BAT-003,189,2023-02-12T01:29:54,3.6398,4.025,2.9782,1.6329,-1.3362,28.447,32.593,23.712,2.75514,2.72308,118.518,1.7105,1.9361,10.0283,9.9116,98.836,90.77,False,
BAT-003,190,2023-02-12T06:27:36,3.5686,3.9427,2.9991,1.5675,-1.5124,56.218,59.315,53.863,2.74106,2.71283,116.08,1.7099,1.7183,9.7816,9.6809,98.97,90.43,True,temperature_spike
BAT-003,191,2023-02-12T11:02:44,3.4553,3.8846,2.85,1.6635,-1.2888,26.564,34.195,23.775,2.75098,2.71512,109.752,1.7485,2.2033,9.5055,9.3815,98.696,90.5,False,
BAT-003,192,2023-02-12T16:02:17,3.533,3.9275,2.85,1.7462,-1.5001,27.804,34.239,22.926,2.73658,2.71076,115.817,1.5268,1.7574,9.6684,9.5772,99.056,90.36,False,
BAT-003,193,2023-02-12T21:09:01,3.5674,3.997,2.9357,1.3632,-1.3148,26.456,33.365,23.199,2.7353,2.71168,114.072,2.0216,2.0935,9.7579,9.6737,99.136,90.39,False,
BAT-003,194,2023-02-13T02:00:04,3.4996,3.9688,2.85,1.6623,-1.6714,27.852,32.598,25.157,2.72707,2.70789,114.728,1.5725,1.5841,9.5435,9.4764,99.297,90.26,False,
BAT-003,195,2023-02-13T05:51:47,3.5258,3.9192,2.8752,1.555,-1.3506,26.721,34.619,23.11,2.75357,2.72085,112.22,1.8315,1.9153,9.7086,9.5933,98.812,90.69,False,
BAT-003,196,2023-02-13T10:22:57,3.5293,3.9755,2.9156,1.6172,-1.4482,27.521,30.937,23.149,2.75198,2.71222,115.094,1.6879,1.9303,9.7126,9.5722,98.555,90.41,False,
BAT-003,197,2023-02-13T15:46:20,3.4962,3.9144,2.85,1.4513,-1.5711,29.339,37.198,26.137,2.75713,2.71996,111.169,2.0287,1.773,9.6396,9.5096,98.652,90.67,False,
BAT-003,198,2023-02-13T21:33:26,3.6224,4.1349,2.9137,1.6679,-1.5757,28.378,35.949,25.24,2.72494,2.70375,114.746,1.5597,1.6367,9.8708,9.794,99.223,90.13,False,
BAT-003,199,2023-02-14T01:55:24,3.5208,4.0373,2.85,1.3699,-1.3811,28.017,33.709,23.525,2.74604,2.70953,113.482,2.1846,1.8835,9.6681,9.5396,98.67,90.32,False,
BAT-003,200,2023-02-14T06:49:41,3.4677,3.9854,2.8972,1.712,-1.3533,26.399,29.902,24.359,2.72209,2.70058,113.891,1.5952,2.0625,9.4394,9.3649,99.21,90.02,False,
BAT-003,201,2023-02-14T12:21:57,3.597,3.9932,2.8693,1.7375,-1.5351,27.769,32.674,25.06,2.71758,2.70323,113.835,1.6435,1.8102,9.7753,9.7236,99.472,90.11,False,
BAT-003,202,2023-02-14T16:31:58,3.4562,3.8091,2.85,1.3397,-1.3691,27.624,34.369,23.703,2.72507,2.69908,116.431,2.1441,2.0012,9.4184,9.3285,99.046,89.97,False,
BAT-003,203,2023-02-14T22:08:24,3.4598,3.9027,2.8741,1.6921,-1.5521,25.99,33.619,23.128,2.70124,2.68705,117.235,1.5793,1.6764,9.3459,9.2968,99.475,89.57,False,
BAT-003,204,2023-02-15T02:42:44,3.5486,3.9602,2.851,1.646,-1.5804,29.203,34.504,25.856,2.72259,2.68583,113.668,1.7491,1.6786,9.6615,9.531,98.65,89.53,False,
BAT-003,205,2023-02-15T07:17:45,3.6401,4.0667,3.0426,1.4453,-1.3612,29.204,33.087,26.412,2.72955,2.69773,113.164,1.8228,1.9484,9.936,9.8201,98.834,89.92,False,
BAT-003,206,2023-02-15T12:58:44,3.5354,3.8908,2.85,1.5426,-1.3756,26.664,31.363,21.731,2.72672,2.69233,119.375,1.9275,1.9118,9.6401,9.5185,98.739,89.74,False,
BAT-003,207,2023-02-15T17:49:45,3.4828,3.9329,2.85,1.6697,-1.5045,26.534,31.611,23.795,2.71459,2.69583,118.619,1.612,1.7602,9.4544,9.3891,99.309,89.86,False,
BAT-003,208,2023-02-15T22:35:59,3.462,3.882,2.9107,1.7423,-1.4999,29.026,34.201,25.964,2.69337,2.67884,118.006,1.6205,1.7692,9.3244,9.2741,99.46,89.29,False,
BAT-003,209,2023-02-16T03:19:25,3.6182,4.1632,3.0163,1.5375,-1.3528,28.094,35.136,24.633,2.71331,2.6909,112.912,1.7736,2.0379,9.8174,9.7363,99.174,89.7,False,
BAT-003,210,2023-02-16T07:55:21,3.5997,3.9732,2.9849,1.5032,-1.588,28.133,33.381,25.177,2.72325,2.69007,116.326,1.7222,1.6127,9.8028,9.6834,98.781,89.67,False,
BAT-003,211,2023-02-16T12:07:05,3.5808,4.0496,3.0016,1.4886,-1.6948,28.01,31.181,24.967,2.68422,2.66769,120.284,1.8945,1.5307,9.6117,9.5525,99.384,88.92,False,
BAT-003,212,2023-02-16T17:29:23,3.5773,4.1129,2.85,1.3695,-1.24,27.88,33.921,24.075,2.70558,2.69155,114.936,1.9573,2.2686,9.6785,9.6284,99.482,89.72,False,
BAT-003,213,2023-02-16T22:40:36,3.5164,4.0504,2.8962,1.7182,-1.439,25.539,33.057,22.217,2.73265,2.69673,121.196,1.6886,1.8598,9.6092,9.4829,98.686,89.89,False,
BAT-003,214,2023-02-17T02:52:41,3.5291,3.8995,2.8545,1.7017,-1.5123,26.684,29.766,24.637,2.6995,2.68051,121.463,1.626,1.731,9.5268,9.4598,99.297,89.35,False,
BAT-003,215,2023-02-17T07:45:53,3.4676,3.8945,2.85,1.3488,-1.6685,28.933,34.53,25.405,2.69304,2.67691,117.267,2.0869,1.6172,9.3384,9.2825,99.401,89.23,False,
BAT-003,216,2023-02-17T12:47:03,3.4976,3.8908,2.9146,1.7985,-1.3067,26.182,31.992,21.7,2.72267,2.68617,113.087,1.4519,2.0536,9.5229,9.3952,98.66,89.54,False,
BAT-003,217,2023-02-17T16:53:33,3.6289,4.1475,2.8977,1.7651,-1.5741,26.219,33.364,22.659,2.70597,2.68332,116.367,1.5189,1.6852,9.8198,9.7376,99.163,89.44,False,
BAT-003,218,2023-02-17T21:02:54,3.5327,4.0539,2.8992,1.521,-1.5819,28.81,34.365,24.913,2.70204,2.66785,114.83,1.7514,1.7599,9.5455,9.4247,98.735,88.93,False,
BAT-003,219,2023-02-18T01:54:42,3.5249,4.0113,2.85,1.4747,-1.6366,25.627,31.441,23.173,2.69779,2.68132,116.603,1.8173,1.7031,9.5094,9.4513,99.39,89.38,False,
BAT-003,220,2023-02-18T05:56:58,3.4825,4.0144,2.85,1.4811,-1.5968,24.418,28.007,20.421,2.69404,2.6719,118.507,1.9094,1.7155,9.382,9.305,99.178,89.06,False,
BAT-003,221,2023-02-18T10:32:55,3.5685,3.9644,2.9389,1.6799,-1.5566,24.709,30.981,21.77,2.71068,2.67168,118.942,1.6291,1.646,9.6732,9.534,98.561,89.06,False,
BAT-003,222,2023-02-18T15:42:34,3.5001,3.9768,2.9438,1.783,-1.6545,29.147,36.489,26.161,2.69927,2.67134,116.617,1.4535,1.5832,9.4476,9.3498,98.965,89.04,False,
BAT-003,223,2023-02-18T20:27:34,3.6091,4.0672,2.8953,1.6207,-1.2627,28.358,32.977,24.243,2.69523,2.67547,113.019,1.7483,2.0841,9.7274,9.6561,99.267,89.18,False,
BAT-003,224,2023-02-19T01:02:04,3.592,4.0053,2.8911,1.5054,-1.5662,29.787,32.819,25.977,2.69701,2.66112,121.984,1.8634,1.7207,9.6877,9.5588,98.669,88.7,False,
BAT-003,225,2023-02-19T05:31:15,3.5694,4.0554,2.9044,1.5554,-1.5243,29.97,37.521,26.965,2.70033,2.67393,117.721,1.7079,1.8019,9.6386,9.5444,99.022,89.13,False,
BAT-003,226,2023-02-19T09:52:38,3.4831,3.8522,2.9321,1.4635,-1.3552,26.901,31.066,24.713,2.70563,2.68095,119.787,1.776,1.9154,9.4241,9.3381,99.088,89.36,False,
BAT-003,227,2023-02-19T14:32:37,3.5113,3.9942,2.8631,1.3236,-1.5939,28.543,36.429,23.728,2.69303,2.66993,119.466,2.1112,1.7063,9.456,9.3749,99.142,89.0,False,
BAT-003,228,2023-02-19T19:28:31,3.4547,3.9098,2.85,1.3935,-1.6077,27.098,33.035,23.907,2.69048,2.66245,115.753,1.9302,1.645,9.2948,9.1979,98.958,88.75,False,
BAT-003,229,2023-02-19T23:53:09,3.581,3.9377,2.8548,1.6947,-1.598,25.994,31.907,21.014,2.69229,2.65761,114.638,1.5519,1.5919,9.641,9.5168,98.712,88.59,False,
BAT-003,230,2023-02-20T04:35:09,3.5236,3.902,2.9358,1.6339,-1.5913,26.255,30.411,21.609,2.6957,2.66615,118.62,1.7182,1.7296,9.4987,9.3945,98.904,88.87,False,
BAT-003,231,2023-02-20T08:38:12,3.4805,3.9636,2.8582,1.5504,-1.3463,26.102,32.098,22.448,2.67564,2.6485,116.611,1.884,1.9997,9.3125,9.218,98.986,88.28,False,
BAT-003,232,2023-02-20T13:26:24,3.5724,4.0857,2.8943,1.7685,-1.5348,27.635,33.187,22.924,2.69644,2.65759,118.49,1.5016,1.6593,9.6329,9.4941,98.559,88.59,False,
BAT-003,233,2023-02-20T18:10:51,3.5218,3.9662,2.8744,1.7033,-1.3392,27.007,31.845,23.752,2.67287,2.65831,117.066,1.6216,2.0238,9.4134,9.3622,99.455,88.61,False,
BAT-003,234,2023-02-20T23:44:38,3.5739,4.102,2.8642,1.5468,-1.425,27.189,32.874,23.402,2.67546,2.6594,116.993,1.8745,1.8664,9.5619,9.5046,99.4,88.65,False,
BAT-003,235,2023-02-21T04:13:15,3.6103,4.1284,3.0412,1.6511,-1.5522,25.485,30.938,21.497,2.68017,2.6626,120.731,1.7606,1.6486,9.6763,9.6128,99.344,88.75,False,
BAT-003,236,2023-02-21T09:28:06,3.4943,3.9086,2.9321,1.6815,-1.2143,29.038,36.776,25.717,2.69487,2.65705,118.554,1.7418,2.1682,9.4167,9.2845,98.596,88.57,False,
BAT-003,237,2023-02-21T14:23:54,3.6074,3.9617,3.0377,1.6216,-1.4424,27.899,32.198,25.225,2.66211,2.63946,115.321,1.6889,1.7416,9.6032,9.5215,99.149,87.98,False,
BAT-003,238,2023-02-21T19:26:15,3.5046,3.991,2.85,1.5377,-1.4162,29.492,35.216,25.712,2.68169,2.65706,117.52,1.7666,1.8096,9.3983,9.312,99.082,88.57,False,
BAT-003,239,2023-02-21T23:55:24,3.638,3.9991,3.0287,1.3784,-1.5478,27.476,35.38,22.909,2.67069,2.64899,114.208,1.9833,1.7835,9.716,9.637,99.188,88.3,False,
BAT-003,240,2023-02-22T05:07:56,3.4905,4.0275,2.8663,1.4049,-1.2297,28.064,32.84,24.8,2.67875,2.65806,114.686,1.9665,2.2293,9.35,9.2778,99.228,88.6,False,
BAT-003,241,2023-02-22T09:50:53,3.603,3.9717,2.9387,1.7545,-1.5596,26.425,32.495,22.026,2.67048,2.64202,118.898,1.5087,1.7165,9.6219,9.5193,98.934,88.07,False,
BAT-003,242,2023-02-22T14:50:02,3.567,4.0529,2.9303,1.7387,-1.5958,26.092,31.722,23.503,2.66912,2.65072,121.055,1.6252,1.5894,9.5206,9.455,99.311,88.36,False,
BAT-003,243,2023-02-22T19:19:29,3.5352,3.9098,2.9248,1.5221,-1.6318,28.138,35.906,25.837,2.66481,2.63769,120.874,1.741,1.6105,9.4207,9.3248,98.982,87.92,False,
BAT-003,244,2023-02-23T00:08:20,3.553,3.951,2.85,1.6559,-1.27,28.905,36.181,24.566,2.68665,2.65254,114.537,1.5722,2.0133,9.5457,9.4245,98.73,88.42,False,
BAT-003,245,2023-02-23T05:14:57,3.4532,3.9112,2.8875,1.5718,-1.227,25.928,31.355,22.428,2.66639,2.65014,120.654,1.6978,2.1861,9.2074,9.1513,99.39,88.34,False,
BAT-003,246,2023-02-23T10:12:51,3.5743,4.0615,2.8675,1.3329,-1.505,27.928,31.502,23.223,2.65451,2.63214,117.759,2.0158,1.7905,9.4879,9.408,99.157,87.74,False,
BAT-003,247,2023-02-23T15:52:08,3.5092,4.0293,2.8795,1.7112,-1.2253,29.116,32.966,25.534,2.6754,2.64671,117.822,1.5042,2.1263,9.3885,9.2878,98.928,88.22,False,
BAT-003,248,2023-02-23T21:28:44,3.5426,3.8969,2.9058,1.7643,-1.2412,28.137,32.11,25.57,2.66579,2.6326,119.279,1.4797,2.2125,9.4438,9.3262,98.755,87.75,False,
BAT-003,249,2023-02-24T02:34:36,3.56,4.0605,2.8553,1.6409,-1.2595,24.383,28.688,19.395,2.66093,2.63807,123.213,1.6343,2.015,9.4729,9.3916,99.141,87.94,False,
BAT-003,250,2023-02-24T07:12:00,3.5955,4.0533,2.888,1.7456,-1.3975,28.883,32.062,24.853,2.65544,2.63198,121.742,1.6236,1.8693,9.5476,9.4632,99.116,87.73,False,
BAT-003,251,2023-02-24T11:12:34,3.4983,3.8858,2.8515,1.7852,-1.5794,28.509,34.151,26.007,2.6507,2.62855,121.699,1.51,1.6052,9.2729,9.1954,99.164,87.62,False,
BAT-003,252,2023-02-24T14:57:00,3.4904,3.8648,2.85,1.5085,-1.4895,26.86,29.86,22.408,2.64802,2.61904,117.645,1.7928,1.6829,9.2428,9.1416,98.906,87.3,False,
BAT-003,253,2023-02-24T19:26:27,3.5378,4.0499,2.9053,1.7443,-1.4373,25.865,32.143,22.012,2.64924,2.63251,119.13,1.4455,1.9199,9.3725,9.3133,99.369,87.75,False,
BAT-003,254,2023-02-25T00:43:13,3.6137,3.9675,2.9275,1.3465,-1.5356,30.21,36.414,27.643,2.65818,2.63033,119.758,2.0215,1.7331,9.6058,9.5052,98.953,87.68,False,
BAT-003,255,2023-02-25T05:25:31,3.5421,3.995,2.85,1.5542,-1.2467,25.727,28.793,21.232,2.64423,2.62525,124.029,1.7855,2.1604,9.366,9.2988,99.283,87.51,False,
BAT-003,256,2023-02-25T10:56:38,3.5242,3.9921,2.85,1.5808,-1.3518,25.939,31.179,23.079,2.67541,2.63621,121.35,1.8214,1.9651,9.4286,9.2904,98.535,87.87,False,
BAT-003,257,2023-02-25T15:39:20,3.5063,3.9941,2.9563,1.5684,-1.4886,29.775,34.469,26.822,2.64758,2.61951,123.089,1.7164,1.8146,9.2833,9.1848,98.94,87.32,False,
BAT-003,258,2023-02-25T20:23:24,3.5654,4.0931,2.9131,1.5472,-1.6714,26.779,34.764,24.31,2.65951,2.63641,122.772,1.6338,1.5675,9.4823,9.3999,99.131,87.88,False,
